query_id,query,n_exact_gt,product_id,product_title,esci_label,type,pred_rank,precision,recall,f1,latency_ms
12,#1 black natural hair dye without ammonia or peroxide,22,B00118YOYI,"Tints of Nature 3 in 1 Lightener Kit | A Natural, Healthier Way For Home Hair Highlights and Brightening | Vegan-Friendly and Cruelty-Free Permanent and Semi-Permanent Hair Dye Brightening Kit",I,FP,2,0.6364,0.6364,0.6364,1080.58
12,#1 black natural hair dye without ammonia or peroxide,22,B078WSD1NW,"naturcolor Haircolor Hair Dye - Light Burdock, 4 Ounce (5N)",E,TP,3,0.6364,0.6364,0.6364,1080.58
12,#1 black natural hair dye without ammonia or peroxide,22,B0798QYSCW,Nisha Natural Henna Based Hair Color (Natural Black) 10GM Pack of 10,E,TP,4,0.6364,0.6364,0.6364,1080.58
12,#1 black natural hair dye without ammonia or peroxide,22,B07C4QR12V,"Herb Speedy PPD Free Hair Dye, Ammonia Free Hair Color Natural Black Contains Sun Protection Odorless No more Eye and/or Scalp Irritations From Coloring For Sensitive Scalp",E,TP,5,0.6364,0.6364,0.6364,1080.58
12,#1 black natural hair dye without ammonia or peroxide,22,B07YTR2223,"Abs Stimulator Abdominal Muscle,EMS ABS Trainer Body Toning Fitness, USB Rechargeable Toning Belt ABS Fit Weight Muscle Toner Workout Machine for Men & Women",I,FP,6,0.6364,0.6364,0.6364,1080.58
12,#1 black natural hair dye without ammonia or peroxide,22,B07DG84Z8R,"Permanent Hair Color by Revlon, Permanent Hair Dye, Colorsilk with 100% Gray Coverage, Ammonia-Free, Keratin and Amino Acids, 11 Soft Black, 4.4 Oz (Pack of 3)",E,TP,7,0.6364,0.6364,0.6364,1080.58
12,#1 black natural hair dye without ammonia or peroxide,22,B0185LCA0I,"L'Oreal Paris Superior Preference Fade-Defying + Shine Permanent Hair Color, 5C Cool Medium Brown, Pack of 1, Hair Dye",S,FP,8,0.6364,0.6364,0.6364,1080.58
12,#1 black natural hair dye without ammonia or peroxide,22,B0046NEYB8,"SoftSheen-Carson Dark & Natural Hair Color for Men 5 Minutes, Natural Looking Gray Coverage for Up To 6 Weeks, Shampoo-in Permanent Hair Dye, Jet Black, Ammonia Free, Natural Black",E,TP,9,0.6364,0.6364,0.6364,1080.58
12,#1 black natural hair dye without ammonia or peroxide,22,B0721TR634,Glamorise Elite Performance Full Figure Wirefree Camisole Plus Size Back Close Sports Bra #1067 Black,I,FP,10,0.6364,0.6364,0.6364,1080.58
12,#1 black natural hair dye without ammonia or peroxide,22,B000H5HY7A,"Herbatint Permanent Haircolor Gel, 5N Light Chestnut (5N) 4.56 Fl Oz",E,TP,11,0.6364,0.6364,0.6364,1080.58
12,#1 black natural hair dye without ammonia or peroxide,22,B001E95GKU,"Clairol Nice‘n Easy Perfect 10 Permanent Hair Dye, 2 Black Hair Color, 2 Count",S,FP,12,0.6364,0.6364,0.6364,1080.58
12,#1 black natural hair dye without ammonia or peroxide,22,B001E0VWRA,"Naturtint Permanent Hair Color 3N Dark Chestnut Brown (Pack of 6), Ammonia Free, Vegan, Cruelty Free, up to 100% Gray Coverage, Long Lasting Results",E,TP,13,0.6364,0.6364,0.6364,1080.58
12,#1 black natural hair dye without ammonia or peroxide,22,B07SBTDXV4,"Clairol Professional Beautiful Advanced Gray Solutions 1a Midnight Black, 3 oz",E,TP,14,0.6364,0.6364,0.6364,1080.58
12,#1 black natural hair dye without ammonia or peroxide,22,B07YDZQDK1,"Revlon Total Color Permanent Hair Color, Clean and Vegan, 100% Gray Coverage Hair Dye, 30 Darkest Brown, 3.5 oz",S,FP,15,0.6364,0.6364,0.6364,1080.58
12,#1 black natural hair dye without ammonia or peroxide,22,B07BVV4MMW,"Garnier Hair Color Nutrisse Nourishing Creme, 20 Soft Black (Black Tea), 2 Count",I,FP,16,0.6364,0.6364,0.6364,1080.58
12,#1 black natural hair dye without ammonia or peroxide,22,B07CCDV8TJ,"Herb Speedy PPD Free Hair Dye, Ammonia Free Hair Color Dark Brown Contains Sun Protection Odorless No more Eye and/or Scalp Irritations From Coloring For Sensitive Scalp",E,TP,17,0.6364,0.6364,0.6364,1080.58
12,#1 black natural hair dye without ammonia or peroxide,22,B00BP8OQ4W,"Garnier Olia Ammonia-Free Brilliant Color Oil-Rich Permanent Hair Color, 6.0 Light Brown (Pack of 1) Brown Hair Dye (Packaging May Vary)",S,FP,18,0.6364,0.6364,0.6364,1080.58
12,#1 black natural hair dye without ammonia or peroxide,22,B01LTHLDAS,"REVLON Colorsilk Beautiful Color Permanent Hair Color with 3D Gel Technology & Keratin, 100% Gray Coverage Hair Dye, 12 Natural Blue Black",E,TP,19,0.6364,0.6364,0.6364,1080.58
12,#1 black natural hair dye without ammonia or peroxide,22,B07B9Y13C6,Indus Valley Damage Free Permanent Gel Hair Color (Black 1.0),E,TP,20,0.6364,0.6364,0.6364,1080.58
12,#1 black natural hair dye without ammonia or peroxide,22,B0856TD2Z2,"Herb Speedy PPD Free Hair Dye, Ammonia Free Hair Color Soft Black Contains Sun Protection Odorless No more Eye and/or Scalp Irritations From Coloring For Sensitive Scalp",E,TP,21,0.6364,0.6364,0.6364,1080.58
12,#1 black natural hair dye without ammonia or peroxide,22,B0086XL9DK,"Hair Color For All by Discovery Naturals | Natural Hair Dye For Men & Women I 100% Natural & Chemical-Free Pure Hair & Beard Color, Midnight Natural Black",E,TP,22,0.6364,0.6364,0.6364,1080.58
12,#1 black natural hair dye without ammonia or peroxide,22,B00F2LGCRC,"Wella Color Charm Demi Permanent Hair Color3N Dark Natural Brown, 2 Ounce (Pack of 1)",E,FN,,0.6364,0.6364,0.6364,1080.58
12,#1 black natural hair dye without ammonia or peroxide,22,B003CJJD22,"Naturcolor Haircolor Hair Dye - Sagebrush Brown, 4 Fl Oz (6N)",E,FN,,0.6364,0.6364,0.6364,1080.58
12,#1 black natural hair dye without ammonia or peroxide,22,B078WS99YM,"naturcolor Haircolor Hair Dye - Burdock, 4 Fl Oz (4N)",E,FN,,0.6364,0.6364,0.6364,1080.58
12,#1 black natural hair dye without ammonia or peroxide,22,B07D9P7S14,"L'Oreal Paris Excellence Creme Permanent Hair Color, 3 Natural Black, 100 percent Gray Coverage Hair Dye, Pack of 2",E,FN,,0.6364,0.6364,0.6364,1080.58
12,#1 black natural hair dye without ammonia or peroxide,22,B016R952BO,"ONC NATURALCOLORS (1N Black) 4 fl. oz. (120 mL) Healthier Permanent Hair Dye with Certified Organic Ingredients, Ammonia Free, Vegan Friendly, 100% Gray Coverage",E,FN,,0.6364,0.6364,0.6364,1080.58
12,#1 black natural hair dye without ammonia or peroxide,22,B001E5ED30,"Clairol Natural Instincts Semi-Permanent Hair Dye for Men, M19 Black Hair Color, 3 Count",E,FN,,0.6364,0.6364,0.6364,1080.58
12,#1 black natural hair dye without ammonia or peroxide,22,B07L1PCSXT,"Clairol Natural Instincts Semi-Permanent Hair Dye, 2 Black Hair Color, 3 Count",E,FN,,0.6364,0.6364,0.6364,1080.58
12,#1 black natural hair dye without ammonia or peroxide,22,B01I000RA4,Zenia Pure Natural Henna Powder Hair Dye Color 100 grams (3.5oz),E,FN,,0.6364,0.6364,0.6364,1080.58
13,#1 rated resveratrol supplement without tea leaves,33,B088JTCWCQ,"RESVERATROL (Most Potent) Natural Antioxidant Supplement, Piperine Enhanced. Anti-Aging, Boosts Immune System, Cardiovascular Health, 100% Vegan, 1200mg, Highest Absorption Trans-Resveratrol",E,TP,1,0.6562,0.6364,0.6462,1458.81
13,#1 rated resveratrol supplement without tea leaves,33,B07S391Y5Q,"Nutrivein Resveratrol 1450mg - Antioxidant Supplement 120 Capsules – Supports Healthy Aging and Promotes Immune, Blood Sugar and Joint Support - Made with Trans-Resveratrol, Green Tea Leaf, Acai Berry",S,FP,2,0.6562,0.6364,0.6462,1458.81
13,#1 rated resveratrol supplement without tea leaves,33,B08HVQ71X1,"Nutrica Life Trans Resveratrol Supplement 500mg Potent Anti Aging Formula, Powerful Antioxidant for Heart & Cellular Health, Anti-Inflammatory & Brain Booster Supplements with Bioperine, 60 Vegan Caps",E,TP,3,0.6562,0.6364,0.6462,1458.81
13,#1 rated resveratrol supplement without tea leaves,33,B003G94KN0,"Resveratrol 500 Complex Red Wine Extract Natural Antioxidant Supplement for Cardiovascular & Immune System Health, 120 Capsules",E,TP,4,0.6562,0.6364,0.6462,1458.81
13,#1 rated resveratrol supplement without tea leaves,33,B013GVCD6I,"Zhou Resveratrol Supplement | Healthy Aging, Immune System & Heart Health Support | Powerful Antioxidant Benefits | 30 Servings, 60 Veg Caps",E,TP,5,0.6562,0.6364,0.6462,1458.81
13,#1 rated resveratrol supplement without tea leaves,33,B07R634S5D,Ultra High Purity Resveratrol Capsules - 98% Trans-Resveratrol - Highly Purified and Highly Bioavailable - 60 Caps Reservatrol Supplement,E,TP,6,0.6562,0.6364,0.6462,1458.81
13,#1 rated resveratrol supplement without tea leaves,33,B002G75WZI,"NOW Supplements, Natural Resveratrol 200 mg with Red Wine Extract, 120 Veg Capsules",E,TP,7,0.6562,0.6364,0.6462,1458.81
13,#1 rated resveratrol supplement without tea leaves,33,B08V1FLW6B,"NMN + Trans-Resveratrol 99% Purity+ Black Pepper 1100mg, for Max Absorption, Powerful Antioxidant & Anti-Aging Supplements for Heart, Immune & Skin Health (60 Capsules (Pack of 1))",E,TP,8,0.6562,0.6364,0.6462,1458.81
13,#1 rated resveratrol supplement without tea leaves,33,B01N3LZY3O,"Resveratrol Supplement - Potent 1400mg Formula with Trans Resveratrol, Quercetin, Grape Seed, Green Tea, Acai and Red Wine Extract - 60 Veggie Capsules",E,TP,9,0.6562,0.6364,0.6462,1458.81
13,#1 rated resveratrol supplement without tea leaves,33,B002WC8178,"Reserveage, Resveratrol 500 mg, Antioxidant Supplement for Heart and Cellular Health, Supports Healthy Aging, Paleo, Keto, 60 Capsules",E,TP,10,0.6562,0.6364,0.6462,1458.81
13,#1 rated resveratrol supplement without tea leaves,33,B08BCKS56B,"OUDIS Magic Solid Perfume for Women,Fragrance Alcohol-Free,Women's Solid Parfum,Easy To Carry",I,FP,11,0.6562,0.6364,0.6462,1458.81
13,#1 rated resveratrol supplement without tea leaves,33,B08N2XFKX9,"Optimal Resveratrol Supplement - 1200mg Antioxidants & Trans-Resveratrol - Promotes Anti-Aging, Cardiovascular Support, Radiant Skin, Immune Defense, Enhances Blood Sugar, & Joint Health – 60 CT",E,TP,12,0.6562,0.6364,0.6462,1458.81
13,#1 rated resveratrol supplement without tea leaves,33,B00MG5NB7Q,Blue Evil Eye Beads on 925 Sterling Silver Bracelet,I,FP,13,0.6562,0.6364,0.6462,1458.81
13,#1 rated resveratrol supplement without tea leaves,33,B07Y8XPLK1,"Resveratrol Supplement 1200 mg Antioxidant Complex - Highly Potent Natural Trans-Resveratrol Pills for Anti-Aging, Cardiovascular Support, Immune System and Brain Function, for Men Women, 90 Capsules",E,TP,14,0.6562,0.6364,0.6462,1458.81
13,#1 rated resveratrol supplement without tea leaves,33,B01N3746GJ,"RESVERATROL1450 - 90day Supply, 1450mg per Serving of Potent Antioxidants & Trans-Resveratrol, Promotes Anti-Aging, Cardiovascular Support, Maximum Benefits (1bottle)",C,FP,15,0.6562,0.6364,0.6462,1458.81
13,#1 rated resveratrol supplement without tea leaves,33,B07Q39GY4V,"Blooming Bath Lotus Baby Bath Seat - Premium Baby Bathtub, Fits Most Sinks - Newborn & Baby Essentials - Baby Gifts - 33"" - Seafoam/White/Yellow",I,FP,16,0.6562,0.6364,0.6462,1458.81
13,#1 rated resveratrol supplement without tea leaves,33,B081ZFJTGY,"Toufayan Bakery, Spinach Gluten Free Wraps for Sandwiches, Tortillas, Burritos and Snacks, Gluten Free, Naturally Vegan and Kosher (Spinach, 3 Pack)",I,FP,17,0.6562,0.6364,0.6462,1458.81
13,#1 rated resveratrol supplement without tea leaves,33,B077396H12,"HORUSDY 11 Pc Female E Torx Star Socket Set/Rail, Female External Star Socket Set E4 - E20 Torque Socket Set",I,FP,18,0.6562,0.6364,0.6462,1458.81
13,#1 rated resveratrol supplement without tea leaves,33,B01CG9GCCW,Resveratrol 500mg 180 Capsules - Nutrissence - 90 Servings of 1000mg or 60 Servings of 1500mg,E,TP,19,0.6562,0.6364,0.6462,1458.81
13,#1 rated resveratrol supplement without tea leaves,33,B08J1ZDJTY,Genex 99% Trans Resveratrol Capsules 1000mg Serving Pure Micronized Pharmaceutical Grade Trans-Resveratrol Made in a GMP & NSF Certified Facility,E,TP,20,0.6562,0.6364,0.6462,1458.81
13,#1 rated resveratrol supplement without tea leaves,33,B083JM99Q8,"Turmeric Curcumin Supplement with Ginger & Apple Cider Vinegar, BioPerine Black Pepper, Tumeric & Ginger, 95% Curcuminoids & Joint Supplement, Antioxidant Tumeric Supplements Capsules, Nature's Base",I,FP,21,0.6562,0.6364,0.6462,1458.81
13,#1 rated resveratrol supplement without tea leaves,33,B083H3NJDK,Sylan Trans Resveratrol 1000mg 180 Capsules Antioxidant Anti Aging Supplement Supports Heart Health Natural Weight Loss Joint Support Brain Function & Immune System Health Veggie Non-GMO Made in USA,E,TP,22,0.6562,0.6364,0.6462,1458.81
13,#1 rated resveratrol supplement without tea leaves,33,B08WJMN5PP,Resveratrol 1200mg - Premium Resveratrol Supplement - Antioxidants Supplement - Trans Resveratrol - 60 Capsules,E,TP,23,0.6562,0.6364,0.6462,1458.81
13,#1 rated resveratrol supplement without tea leaves,33,B005JAT50C,"Garden of Life Heart Resveratrol Supplement, Raw Whole Food Antioxidant Formula for Heart Health, 60 Count",E,TP,24,0.6562,0.6364,0.6462,1458.81
13,#1 rated resveratrol supplement without tea leaves,33,B08P3SZLXF,"Adora Organics Resveratrol 1600mg - Antioxidents Quercetin Trans-Resveratrol 180 Capsules. Supports Healthy Aging and Promotes Immune, Blood Sugar and Joint Support",E,TP,25,0.6562,0.6364,0.6462,1458.81
13,#1 rated resveratrol supplement without tea leaves,33,B078WZGZ51,Resveratrol & Polyphenol Complex 1450 mg 180 Vegetarian Caps (Non-GMO & Gluten Free) + Vitamin C - Supports Cardiovascular Health and Healthy Immune Function*,S,FP,26,0.6562,0.6364,0.6462,1458.81
13,#1 rated resveratrol supplement without tea leaves,33,B08WYPXKLD,Resveratrol and NMN 1500mg Blend - Ultra High Purity and 3rd Party Tested - with Trimethylglycine for Important Methylation Factors - Optimal NMN Supplement and NAD Supplement - 90 Capsules,E,TP,27,0.6562,0.6364,0.6462,1458.81
13,#1 rated resveratrol supplement without tea leaves,33,1683924002,"Microsoft Excel 2019 Programming by Example with VBA, XML, and ASP",I,FP,28,0.6562,0.6364,0.6462,1458.81
13,#1 rated resveratrol supplement without tea leaves,33,B018GWYKIQ,"Fruit of the Loom Men's Sofspun Fleece Sweatshirts & Hoodies, Sweatshirt-Charcoal Heather, Medium",I,FP,29,0.6562,0.6364,0.6462,1458.81
13,#1 rated resveratrol supplement without tea leaves,33,B015QGG0GK,"Pure Resveratrol - 2000mg - Strongest, Most Effective Blend on Amazon - 90 Capsules - Order Risk Free",E,TP,30,0.6562,0.6364,0.6462,1458.81
13,#1 rated resveratrol supplement without tea leaves,33,B08GYJD3D3,"NAOMI Organic Trans Resveratrol Supplement 250mg with Quercetin, Anti Aging Supplement for Cardiovascular Health, Anti Inflammatory and Brain Booster Supplement, 60 Veggie Capsules",E,TP,31,0.6562,0.6364,0.6462,1458.81
13,#1 rated resveratrol supplement without tea leaves,33,B07N95VS9T,"Resveratrol 1600mg per serving of Organic Trans-Resveratrol & Potent Antioxidants, Pure Extra Strength Complex, Anti-Aging, Radiant Skin, Blood Sugar and Immunity Support- 45 Day Supply",E,TP,32,0.6562,0.6364,0.6462,1458.81
13,#1 rated resveratrol supplement without tea leaves,33,B00AQ4JYLG,Puritan's Pride Resveratrol 100 mg / 120 Softgels,E,FN,,0.6562,0.6364,0.6462,1458.81
13,#1 rated resveratrol supplement without tea leaves,33,B07DQZSZGK,"Amazon Brand - Revly Trans-Resveratrol, 250 mg, 60 Capsules, 2 Month Supply, Vegan",E,FN,,0.6562,0.6364,0.6462,1458.81
13,#1 rated resveratrol supplement without tea leaves,33,B07B1247Q6,"ResVitale Resveratrol 500mg - Anti Aging Skin Care Antioxidants Supplement for Heart Health & Daily Immune Support - Natural Trans Resveratrol Supplement with Grape Extract & Quercetin, 60 Veggie Caps",E,FN,,0.6562,0.6364,0.6462,1458.81
13,#1 rated resveratrol supplement without tea leaves,33,B074HDY5SG,Genex Resveratrol 1500mg Per Serving- Max Strength - Antioxidant Supplement Extract | Trans-Resveratrol Works Well with NMN Nicotinamide Mononucleotide Made in a GMP Facility 30-Day Supply,E,FN,,0.6562,0.6364,0.6462,1458.81
13,#1 rated resveratrol supplement without tea leaves,33,B01E1VJTU0,MAAC10 - Trans Resveratrol 500mg Supplement (Micronized Pharmaceutical Grade 99% Pure Trans-Resveratrol Extract + BioPerine for Superior Absorption) (2X 250mg Capsules 60ct),E,FN,,0.6562,0.6364,0.6462,1458.81
13,#1 rated resveratrol supplement without tea leaves,33,B0812F3JGG,"Trans-Resveratrol Powder with Natural Vitamin E, 5 Ounce, Premium Resveratrol Supplement and Resveratrol Complex, Super Antioxidant for Cardiovascular & Immune System Support, Vegan Friendly",E,FN,,0.6562,0.6364,0.6462,1458.81
13,#1 rated resveratrol supplement without tea leaves,33,B07NLMLB84,Resveratrol 1400mg 120 Capsules High Potency Trans-Resveratrol with Powerful Antioxidents Acai Grapeseed Green Tea Supports Cellular and Cardiovascular Health Anti-Aging,E,FN,,0.6562,0.6364,0.6462,1458.81
13,#1 rated resveratrol supplement without tea leaves,33,B0015ZUSBA,Jarrow Formulas Resveratrol 100 mg - 60 Veggie Caps - Resveratrol + Vitamin C - Antioxidant & Cardiovascular Support - 60 Servings,E,FN,,0.6562,0.6364,0.6462,1458.81
13,#1 rated resveratrol supplement without tea leaves,33,B01CD3UVAK,"100% Natural Resveratrol - 1000mg Per Serving Max Strength (180 Capsules) Antioxidant Supplement, Trans-Resveratrol Pills for Heart Health & Pure Weight Loss, Trans Resveratrol for Anti-Aging",E,FN,,0.6562,0.6364,0.6462,1458.81
13,#1 rated resveratrol supplement without tea leaves,33,B083F5WC2P,ProHealth Longevity 1000 mg Trans Resveratrol Plus 420 mg Certified Organic Polyphenol Complex That Improves Absorption up to 1544%,E,FN,,0.6562,0.6364,0.6462,1458.81
13,#1 rated resveratrol supplement without tea leaves,33,B00820C5CQ,ResVitale Resveratrol - Bordeaux Berry 30 Chews,E,FN,,0.6562,0.6364,0.6462,1458.81
13,#1 rated resveratrol supplement without tea leaves,33,B07CVPPL64,"Life Extension Optimized Resveratrol, 60 Vegetarian Capsules",E,FN,,0.6562,0.6364,0.6462,1458.81
17,#10 envelopes self seal,16,B01D0OANU4,"#10 Security Tinted Self-Seal Envelopes - No Window - EnveGuard, Size 4-1/8 X 9-1/2 Inches - White - 24 LB - 100 Count (34100)",E,TP,1,0.5625,0.5625,0.5625,1112.02
17,#10 envelopes self seal,16,B078S5ZL5D,500 Self Seal Security Mailing Envelopes - #10 White Letter Businesses Envelopes -500 Peel and Seal Tinted Windowless # 10 Envelope - Printer Friendly - Self Stick Bulk Envelops,E,TP,2,0.5625,0.5625,0.5625,1112.02
17,#10 envelopes self seal,16,B07RZWGRPG,"adidas Women's D.O.N. Issue #1 Basketball Shoe, FTWR White/core Black/core Black, 4",I,FP,3,0.5625,0.5625,0.5625,1112.02
17,#10 envelopes self seal,16,B07FK9PCZB,"Quality Park #10 Self-Seal Security Envelopes, Security Tint and Pattern, Redi-Strip Closure, 24-lb White Wove, 4-1/8"" x 9-1/2"", 100/Box (QUA69117)",E,TP,4,0.5625,0.5625,0.5625,1112.02
17,#10 envelopes self seal,16,B06XDRJ316,"#10 Double Window Envelopes - 550 Per Box - SELF SEAL - Security Envelopes - Designed for Business Statements, QuickBooks Invoices, and Legal Documents - Peel & Seal - 4 1/8"" x 9 1/2"" - 24 LB",E,TP,5,0.5625,0.5625,0.5625,1112.02
17,#10 envelopes self seal,16,B014XRQQBM,"DKZSYIM Women's Satin Latin Dance Shoes Professional Ballroom Salsa Practice Performance Dancing Shoes,213-Beige-7,US 7",I,FP,6,0.5625,0.5625,0.5625,1112.02
17,#10 envelopes self seal,16,B07ZF8DVK5,"Samsung Galaxy A20/Galaxy A30/A30S/A50/A50S Case,lovemecase Full-Body Glitter Marble Bumper 3 in1 Heavy Duty Hybrid Sturdy Armor Defender High Impact Shockproof Protective Cover Case(Rose Gold Marble)",I,FP,7,0.5625,0.5625,0.5625,1112.02
17,#10 envelopes self seal,16,B01AMIIVPA,"Gem Stone King 925 Sterling Silver Black Onyx and Blue Diamond Women Ring (2.06 Cttw, Oval 9X7MM, Available in size 5, 6, 7, 8, 9)",I,FP,8,0.5625,0.5625,0.5625,1112.02
17,#10 envelopes self seal,16,B075HBY7DY,"Ohuhu 500#10 Envelopes SELF SEAL Business Envelope Windowless Design, Security Tint Pattern for Secure Mailing, Invoices, Statements & Legal Document, 4-1/8 x 9-1/2 Inches",E,TP,9,0.5625,0.5625,0.5625,1112.02
17,#10 envelopes self seal,16,B07WGGDDN4,"Gauge: 00g(10mm) 3 Pairs LADEMAYH DIY Ear Tunnels Plugs Accessories Dangle Gauges Body Piercing Jewelry, Gold Rose Gold Silver Stainless Steel Ear Gauges Expander for Women Mens",I,FP,10,0.5625,0.5625,0.5625,1112.02
17,#10 envelopes self seal,16,B07QK28XQS,"iDesign Spa Hand Towel with Hanging Loop, 100% Cotton Soft Absorbent Machine Washable Towel for Bathroom, Shower, Tub - Gray",I,FP,11,0.5625,0.5625,0.5625,1112.02
17,#10 envelopes self seal,16,B00V5DGIL6,"Amazon Basics #10 Security Tinted Business Envelopes, Moisture Sealed, 4 1/8-Inch x 9 1/2 Inch - Pack of 500",E,TP,12,0.5625,0.5625,0.5625,1112.02
17,#10 envelopes self seal,16,B000N4C1LO,"Mead #10 Envelopes, Press-It Seal-It, White, 50/Box (75024)",E,TP,13,0.5625,0.5625,0.5625,1112.02
17,#10 envelopes self seal,16,B07SK1XZCF,"GGMM D3 Battery Base for Dot 3rd Gen to Make Dot Mobile, Black (Not Include Dot 3rd)",I,FP,14,0.5625,0.5625,0.5625,1112.02
17,#10 envelopes self seal,16,B07C28VWVN,"Office Deed 500 #10 Self Seal Double Window Security Envelopes-Designed for Business Statements, Quickbooks Invoices, and Return Envelopes 4 1/8 X 9 ½’’",E,TP,15,0.5625,0.5625,0.5625,1112.02
17,#10 envelopes self seal,16,B0186D2JGK,"Top Flight PSTF10NWT #10 Envelopes, Strip & Seal, Security Tinted, White Paper, 24 lb, 500 Count",E,TP,16,0.5625,0.5625,0.5625,1112.02
17,#10 envelopes self seal,16,B07R4TGNCF,Mailing Envelopes Self Seal - #10 Security White Letter Businesses Envelopes -100 Peel and Seal Tinted Windowless # 10 Envelope - Printer Friendly - Self Stick Bulk Envelops,E,FN,,0.5625,0.5625,0.5625,1112.02
17,#10 envelopes self seal,16,B016V06OYS,"#10 Security Self-Seal Envelopes, Windowless Design, Premium Security Tint Pattern, Ultra Strong Quick-Seal Closure - EnveGuard - Size 4-1/8 x 9-1/2 Inches - White - 24 LB - 500 Count (34010)",E,FN,,0.5625,0.5625,0.5625,1112.02
17,#10 envelopes self seal,16,B000T9MP5U,"Mead No.10 Envelopes, Security, Press-it Seal-it, 4-1/8"" X 9-1/2"", White, 45 Per Box (75026)",E,FN,,0.5625,0.5625,0.5625,1112.02
